"차종","엔진","트림","외장칼라","내장칼라","생산번호","출고센터","생산일","옵션","판매가격(만원)","기본조건","생산월조건","판촉차조건","페스타조건","슈퍼세이브조건","조건 계"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060751","울산배송","2025-04-07 00:00:00","듀얼와이드선루프,파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4823","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060762","시흥출고","2025-04-07 00:00:00","듀얼와이드선루프,파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4823","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060696","울산배송","2025-04-07 00:00:00","BOSE프리미엄사운드시스템,듀얼와이드선루프,파킹어시스트플러스2,빌트인캠2","4727","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060687","아산출고","2025-04-07 00:00:00","파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4638","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060745","울산출고","2025-04-07 00:00:00","파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4638","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060723","칠곡출고","2025-04-07 00:00:00","파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4638","","","","","150","150"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  060721","함안출고","2025-04-07 00:00:00","무옵션","3546","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  060720","아산출고","2025-04-07 00:00:00","빌트인캠2,듀얼와이드선루프,파킹어시스트플러스2","4767","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  060703","아산출고","2025-04-07 00:00:00","빌트인캠2,듀얼와이드선루프,파킹어시스트플러스2","4767","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  060686","함안출고","2025-04-07 00:00:00","빌트인캠2,듀얼와이드선루프,파킹어시스트플러스2","4767","","","","","150","150"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  060706","함안출고","2025-04-07 00:00:00","무옵션","3546","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060735","아산출고","2025-04-07 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5054","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060692","영남출고","2025-04-07 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5054","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  060759","영남출고","2025-04-07 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  060691","함안출고","2025-04-07 00:00:00","무옵션","3546","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  060755","칠곡출고","2025-04-07 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  060757","칠곡출고","2025-04-07 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","피칸브라운투톤(디자인플러스)","HH  060713","칠곡출고","2025-04-07 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","피칸브라운투톤(디자인플러스)","HH  060702","아산출고","2025-04-07 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","피칸브라운투톤(디자인플러스)","HH  060710","아산출고","2025-04-07 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060728","담양출고","2025-04-07 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","4788","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060760","시흥출고","2025-04-07 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  060683","남양출고","2025-04-07 00:00:00","무옵션","3546","","","","","100","100"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  060729","아산출고","2025-04-07 00:00:00","무옵션","3546","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060667","아산출고","2025-04-07 00:00:00","듀얼와이드선루프,빌트인캠2,BOSE프리미엄사운드시스템,파킹어시스트플러스2","4950","","","","","150","150"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  060715","함안출고","2025-04-07 00:00:00","무옵션","3546","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060842","남양출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060841","신갈출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060833","담양출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060822","함안출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060854","아산출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060835","아산출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060857","함안출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060860","신갈출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060863","원주출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060865","칠곡출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060866","함안출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060832","남양출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060826","남양출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060827","칠곡출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060847","옥천출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060823","아산출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  060740","울산배송","2025-04-08 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  060753","시흥출고","2025-04-08 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060817","영남출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060807","영남출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060808","칠곡출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060850","칠곡출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060806","아산출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060856","남양출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","라이트베이지투톤(캘리그래피)","HH  060750","원주출고","2025-04-08 00:00:00","빌트인캠2,BOSE프리미엄사운드시스템,듀얼와이드선루프,파킹어시스트플러스2","4727","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  060782","영남출고","2025-04-08 00:00:00","파킹어시스트플러스2,빌트인캠2","4574","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060738","신갈출고","2025-04-08 00:00:00","듀얼와이드선루프,파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4823","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060756","울산배송","2025-04-08 00:00:00","듀얼와이드선루프,파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4823","","","","","150","150"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060851","함안출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060852","영남출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060836","영남출고","2025-04-08 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  060814","울산출고","2025-04-08 00:00:00","빌트인캠2,시트플러스","4253","","","","","100","100"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060754","울산배송","2025-04-08 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060924","함안출고","2025-04-09 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060897","아산출고","2025-04-09 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060941","담양출고","2025-04-09 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060949","시흥출고","2025-04-09 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060880","아산출고","2025-04-09 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  060932","신갈출고","2025-04-09 00:00:00","듀얼와이드선루프,BOSE프리미엄사운드시스템,파킹어시스트플러스2,빌트인캠2","5046","","","","","150","150"
"싼타페","가솔린","익스클루시브","크리미 화이트 펄","블랙원톤","HH  060878","울산배송","2025-04-09 00:00:00","동승석8WAY전동시트,빌트인캠2","3619","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙모노톤(디자인플러스)","HH  059035","울산배송","2025-04-09 00:00:00","빌트인캠2","4045","","","","","100","100"
"싼타페","가솔린","프레스티지","사이버 세이지 펄","피칸브라운투톤(디자인플러스)","HH  060973","영남출고","2025-04-10 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061038","울산배송","2025-04-10 00:00:00","빌트인캠2,시트플러스","4253","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061039","울산배송","2025-04-10 00:00:00","빌트인캠2,시트플러스","4253","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061033","울산배송","2025-04-10 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙모노톤(디자인플러스)","HH  060990","영남출고","2025-04-10 00:00:00","빌트인캠2","4187","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061032","울산배송","2025-04-10 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","피칸브라운투톤(디자인플러스)","HH  061043","울산배송","2025-04-10 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  061054","신갈출고","2025-04-10 00:00:00","빌트인캠2,BOSE프리미엄사운드시스템,듀얼와이드선루프","4640","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061046","울산배송","2025-04-10 00:00:00","빌트인캠2","4119","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061028","함안출고","2025-04-10 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","피칸브라운투톤(디자인플러스)","HH  061045","울산배송","2025-04-11 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061064","울산배송","2025-04-11 00:00:00","빌트인캠2,듀얼와이드선루프,파킹어시스트플러스2","4767","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061088","울산배송","2025-04-11 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","피칸브라운투톤(디자인플러스)","HH  061080","울산배송","2025-04-11 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  061065","울산배송","2025-04-11 00:00:00","파킹어시스트플러스2,빌트인캠2","4574","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061059","울산배송","2025-04-11 00:00:00","빌트인캠2","4273","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061052","울산배송","2025-04-11 00:00:00","빌트인캠2","4119","","","","","100","100"
"싼타페","가솔린","익스클루시브","크리미 화이트 펄","블랙원톤","HH  061177","아산출고","2025-04-12 00:00:00","듀얼와이드선루프+루프랙","3945","","","","","100","100"
"싼타페","가솔린","익스클루시브","크리미 화이트 펄","블랙원톤","HH  061187","아산출고","2025-04-12 00:00:00","듀얼와이드선루프+루프랙","3945","","","","","100","100"
"싼타페","가솔린","익스클루시브","크리미 화이트 펄","블랙원톤","HH  061198","아산출고","2025-04-12 00:00:00","듀얼와이드선루프+루프랙","3945","","","","","100","100"
"싼타페","가솔린","프레스티지","어비스블랙펄","블랙모노톤(디자인플러스)","HH  061207","울산배송","2025-04-12 00:00:00","빌트인캠2,시트플러스","4253","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  061220","울산배송","2025-04-12 00:00:00","파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4638","","","","","150","150"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061234","함안출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061236","시흥출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061186","울산배송","2025-04-12 00:00:00","빌트인캠2,플래티넘2,시트플러스","4360","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061227","칠곡출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061226","울산배송","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061214","영남출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061210","칠곡출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061208","영남출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060783","영남출고","2025-04-12 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061222","함안출고","2025-04-12 00:00:00","무옵션","3863","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061196","아산출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061217","울산배송","2025-04-12 00:00:00","무옵션","3863","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061216","울산배송","2025-04-12 00:00:00","무옵션","3863","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061195","칠곡출고","2025-04-12 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061167","시흥출고","2025-04-12 00:00:00","빌트인캠2,플래티넘2,시트플러스","4360","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061085","울산배송","2025-04-12 00:00:00","무옵션","4134","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061223","울산배송","2025-04-12 00:00:00","무옵션","4005","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061172","울산배송","2025-04-12 00:00:00","빌트인캠2,플래티넘2,시트플러스","4360","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061176","울산배송","2025-04-12 00:00:00","빌트인캠2,플래티넘2,시트플러스","4360","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061180","울산배송","2025-04-12 00:00:00","빌트인캠2,플래티넘2,시트플러스","4360","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  060784","아산출고","2025-04-12 00:00:00","빌트인캠2","4058","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  061230","울산배송","2025-04-12 00:00:00","파킹어시스트플러스2,BOSE프리미엄사운드시스템,빌트인캠2","4638","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","블랙모노톤(블랙잉크)","HH  061239","영남출고","2025-04-14 00:00:00","듀얼와이드선루프,빌트인캠2,BOSE프리미엄사운드시스템,파킹어시스트플러스2","4950","","","","","150","150"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061233","울산배송","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","사이버 세이지 펄","피칸브라운투톤(디자인플러스)","HH  061291","영남출고","2025-04-14 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","사이버 세이지 펄","피칸브라운투톤(디자인플러스)","HH  061292","울산배송","2025-04-14 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061190","울산배송","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061255","아산출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061256","담양출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061264","아산출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061272","아산출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061274","아산출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
"싼타페","가솔린","익스클루시브","마그네틱 그레이 메탈릭","블랙원톤","HH  061314","함안출고","2025-04-14 00:00:00","빌트인캠2","3591","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061326","울산배송","2025-04-14 00:00:00","빌트인캠2","4119","","","","","100","100"
"싼타페","가솔린","프레스티지","사이버 세이지 펄","피칸브라운투톤(디자인플러스)","HH  061290","울산배송","2025-04-14 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061284","칠곡출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  060777","울산배송","2025-04-14 00:00:00","파킹어시스트플러스2,빌트인캠2","4678","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061341","울산배송","2025-04-14 00:00:00","빌트인캠2","4119","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061263","울산배송","2025-04-14 00:00:00","빌트인캠2,듀얼와이드선루프,파킹어시스트플러스2","4767","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","피칸브라운투톤(디자인플러스)","HH  061317","울산배송","2025-04-14 00:00:00","빌트인캠2","4179","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061203","아산출고","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061200","아산출고","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061303","칠곡출고","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061237","울산배송","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061235","칠곡출고","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","피칸브라운투톤(디자인플러스)","HH  061302","아산출고","2025-04-14 00:00:00","무옵션","4142","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061270","아산출고","2025-04-14 00:00:00","빌트인캠2,듀얼와이드선루프,파킹어시스트플러스2","4767","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061329","울산배송","2025-04-14 00:00:00","빌트인캠2","4119","","","","","100","100"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  061305","영남출고","2025-04-14 00:00:00","파킹어시스트플러스2,빌트인캠2","4566","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061287","담양출고","2025-04-14 00:00:00","무옵션","4005","","","","","100","100"
"싼타페","가솔린","프레스티지","크리미 화이트 펄","블랙원톤","HH  061242","울산배송","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스1","4035","","","","","100","100"
"싼타페","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","HH  061328","아산출고","2025-04-14 00:00:00","파킹어시스트플러스2,빌트인캠2","4566","","","","","150","150"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061286","옥천출고","2025-04-14 00:00:00","무옵션","4005","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061269","아산출고","2025-04-14 00:00:00","무옵션","4005","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061268","칠곡출고","2025-04-14 00:00:00","무옵션","4005","","","","","100","100"
"싼타페","가솔린","프레스티지","마그네틱 그레이 메탈릭","블랙원톤","HH  061267","원주출고","2025-04-14 00:00:00","무옵션","4005","","","","","100","100"
"싼타페","가솔린","캘리그래피","크리미 화이트 펄","피칸브라운투톤(캘리그래피)","HH  061298","아산출고","2025-04-14 00:00:00","빌트인캠2,파킹어시스트플러스2","4574","","","","","150","150"
