"차종","엔진","트림","외장칼라","내장칼라","생산번호","출고센터","생산일","옵션","판매가격(만원)","기본조건","생산월조건","판촉차조건","페스타조건","슈퍼세이브조건","조건 계"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","블랙/브라운 투톤","GNF 100719","시흥출고","2024-12-19 00:00:00","현대스마트센스1,파노라마선루프,파킹어시스트","4589","","","","","250","250"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","블랙원톤","GNF 101901","칠곡출고","2024-12-27 00:00:00","무옵션","4243","","","","","250","250"
"그랜저","가솔린","캘리그래피","바이오필릭블루펄","인디고/브라운투톤(캘리그래피)","GNF 102476","아산출고","2024-12-31 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지","5463","","","","","250","250"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 104045","아산출고","2025-01-16 00:00:00","2열컴포트패키지","4604","","","","","200","200"
"그랜저","가솔린","캘리그래피","유기브론즈메탈릭","블랙모노톤(캘리그래피)","GNF 104103","남양출고","2025-01-16 00:00:00","빌트인캠2증강현실내비,파노라마선루프,프리뷰전자제어서스펜션2,2열VIP패키지","5627","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 104428","영남출고","2025-01-20 00:00:00","2열컴포트패키지,현대스마트센스2","4693","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙/브라운 투톤","GNF 105513","담양출고","2025-02-05 00:00:00","2열컴포트패키지,현대스마트센스2","4693","","","","","200","200"
"그랜저","가솔린","캘리그래피","바이오필릭블루펄","블랙모노톤(캘리그래피)","GNF 105500","함안출고","2025-02-06 00:00:00","무옵션","4968","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 108563","칠곡출고","2025-02-28 00:00:00","플래티넘,파노라마선루프,헤드업디스플레이,2열컴포트패키지","4951","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 108580","칠곡출고","2025-02-28 00:00:00","플래티넘,파노라마선루프,헤드업디스플레이,2열컴포트패키지","4951","","","","","200","200"
"그랜저","가솔린","캘리그래피","유기브론즈메탈릭","인디고/브라운투톤(캘리그래피)","GNF 108589","아산출고","2025-02-28 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지,파노라마선루프,빌트인캠2증강현실내비","5740","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 108766","아산출고","2025-03-04 00:00:00","플래티넘,BOSE프리미엄사운드패키지,헤드업디스플레이","4852","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/브라운투톤(캘리그래피)","GNF 108967","아산출고","2025-03-05 00:00:00","파노라마선루프,프리뷰전자제어서스펜션2,빌트인캠2증강현실내비","5261","","","","","200","200"
"그랜저","가솔린","익스클루시브","유기브론즈메탈릭","블랙/브라운 투톤","GNF 108776","남양출고","2025-03-05 00:00:00","플래티넘,프리뷰전자제어서스펜션1,헤드업디스플레이,2열컴포트패키지","4941","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 108495","담양출고","2025-03-05 00:00:00","플래티넘,파노라마선루프,헤드업디스플레이,2열컴포트패키지","4951","","","","","200","200"
"그랜저","가솔린","익스클루시브","큐레이티드 실버 메탈릭","인디고/브라운투톤","GNF 109172","아산출고","2025-03-06 00:00:00","현대스마트센스2,파노라마선루프,BOSE프리미엄사운드패키지,헤드업디스플레이","4684","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/그레이투톤(캘리그래피)","GNF 109166","아산출고","2025-03-06 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지","5463","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/브라운투톤(캘리그래피)","GNF 109143","아산출고","2025-03-06 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지","5463","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/브라운투톤(캘리그래피)","GNF 109170","아산출고","2025-03-06 00:00:00","2열VIP패키지","4869","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","브라운베이지투톤(캘리그래피)","GNF 109198","남양출고","2025-03-07 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지","5463","","","","","200","200"
"그랜저","가솔린","익스클루시브","큐레이티드 실버 메탈릭","인디고/브라운투톤","GNF 109189","칠곡출고","2025-03-07 00:00:00","현대스마트센스2","4347","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","블랙모노톤(캘리그래피)","GNF 109171","남양출고","2025-03-07 00:00:00","무옵션","4721","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/그레이투톤(캘리그래피)","GNF 109176","아산출고","2025-03-07 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지","5463","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/그레이투톤(캘리그래피)","GNF 109186","남양출고","2025-03-07 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지","5463","","","","","200","200"
"그랜저","가솔린","익스클루시브","큐레이티드 실버 메탈릭","인디고/브라운투톤","GNF 109184","칠곡출고","2025-03-07 00:00:00","현대스마트센스2","4347","","","","","200","200"
"그랜저","가솔린","익스클루시브","큐레이티드 실버 메탈릭","라이트그레이","GNF 109197","아산출고","2025-03-07 00:00:00","현대스마트센스2","4347","","","","","200","200"
"그랜저","가솔린","캘리그래피","큐레이티드 실버 메탈릭","인디고/그레이투톤(캘리그래피)","GNF 109179","아산출고","2025-03-09 00:00:00","프리뷰전자제어서스펜션2,2열VIP패키지,파노라마선루프,빌트인캠2증강현실내비","5627","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","라이트그레이","GNF 109774","아산출고","2025-03-13 00:00:00","현대스마트센스2,헤드업디스플레이,파노라마선루프","4812","","","","","200","200"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","라이트그레이","GNF 110353","남양출고","2025-03-18 00:00:00","BOSE프리미엄사운드패키지,헤드업디스플레이,2열컴포트패키지","4585","","","","","200","200"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/그레이투톤(캘리그래피)","GNF 110543","신갈출고","2025-03-19 00:00:00","2열VIP패키지,빌트인캠2증강현실내비","4914","","","","","200","200"
"그랜저","가솔린","익스클루시브","녹턴그레이매트","라이트그레이","GNF 111081","아산출고","2025-03-24 00:00:00","BOSE프리미엄사운드패키지,현대스마트센스2,헤드업디스플레이,플래티넘","4714","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 111108","아산출고","2025-03-24 00:00:00","BOSE프리미엄사운드패키지,프리뷰전자제어서스펜션1,헤드업디스플레이,플래티넘","4714","","","","","200","200"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","라이트그레이","GNF 111229","아산출고","2025-03-25 00:00:00","파노라마선루프,플래티넘","4763","","","","","200","200"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(캘리그래피)","GNF 111194","남양출고","2025-03-26 00:00:00","빌트인캠2증강현실내비,파노라마선루프,프리뷰전자제어서스펜션2","5261","","","","","200","200"
"그랜저","가솔린","익스클루시브","유기브론즈메탈릭","인디고/브라운투톤","GNF 110113","아산출고","2025-03-26 00:00:00","2열컴포트패키지,현대스마트센스2","4446","","","","","200","200"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 111308","원주출고","2025-03-26 00:00:00","빌트인캠2증강현실내비,프리뷰전자제어서스펜션2","4895","","","","","200","200"
"그랜저","가솔린","익스클루시브","바이오필릭블루펄","인디고/브라운투톤","GNF 111374","아산출고","2025-03-27 00:00:00","현대스마트센스2,플래티넘","4941","","","","","200","200"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 111492","남양출고","2025-03-27 00:00:00","플래티넘","4387","","","","","200","200"
"그랜저","가솔린","익스클루시브","유기브론즈메탈릭","블랙/브라운 투톤","GNF 111648","옥천출고","2025-03-28 00:00:00","BOSE프리미엄사운드패키지,현대스마트센스2,헤드업디스플레이,플래티넘","4694","","","","","200","200"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","라이트그레이","GNF 111632","아산출고","2025-03-28 00:00:00","파노라마선루프,프리미엄초이스","4016","","","","","200","200"
"그랜저","가솔린","캘리그래피","유기브론즈메탈릭","브라운베이지투톤(캘리그래피)","GNF 111799","아산출고","2025-03-29 00:00:00","빌트인캠2증강현실내비,프리뷰전자제어서스펜션2","4895","","","","","200","200"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(캘리그래피)","GNF 111710","영남출고","2025-03-29 00:00:00","빌트인캠2증강현실내비","4766","","","","","200","200"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(캘리그래피)","GNF 111714","남양출고","2025-03-29 00:00:00","빌트인캠2증강현실내비","4766","","","","","200","200"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112051","영남출고","2025-04-01 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 111953","함안출고","2025-04-01 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112165","영남출고","2025-04-02 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112237","신갈출고","2025-04-02 00:00:00","현대스마트센스2,헤드업디스플레이","4446","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112257","담양출고","2025-04-02 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112262","아산출고","2025-04-02 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112259","아산출고","2025-04-03 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112312","칠곡출고","2025-04-03 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112292","영남출고","2025-04-03 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112258","아산출고","2025-04-03 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","GNF 112271","영남출고","2025-04-03 00:00:00","빌트인캠2증강현실내비","4895","","","","","150","150"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 112497","칠곡출고","2025-04-04 00:00:00","플래티넘,2열컴포트패키지,헤드업디스플레이,현대스마트센스2","4921","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112572","아산출고","2025-04-04 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","바이오필릭블루펄","인디고/브라운투톤","GNF 112543","아산출고","2025-04-04 00:00:00","2열컴포트패키지","4357","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴그레이매트","인디고/브라운투톤","GNF 112538","남양출고","2025-04-04 00:00:00","프리뷰전자제어서스펜션1,헤드업디스플레이,현대스마트센스2,플래티넘","4704","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112446","함안출고","2025-04-04 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112477","영남출고","2025-04-04 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112577","전주출고","2025-04-04 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","트랜스미션블루펄","라이트그레이","GNF 112407","아산출고","2025-04-04 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112371","남양출고","2025-04-04 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112370","남양출고","2025-04-04 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","GNF 112724","전주출고","2025-04-07 00:00:00","무옵션","4850","","","","","150","150"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112608","아산출고","2025-04-07 00:00:00","파노라마선루프,현대스마트센스2,플래티넘,헤드업디스플레이,프리뷰전자제어서스펜션1","4803","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙원톤","GNF 112677","아산출고","2025-04-07 00:00:00","헤드업디스플레이,파킹어시스트,프리미엄초이스","4139","","","","","100","100"
"그랜저","가솔린","익스클루시브","유기브론즈메탈릭","블랙/브라운 투톤","GNF 112697","칠곡출고","2025-04-07 00:00:00","파노라마선루프,현대스마트센스2,플래티넘,헤드업디스플레이,프리뷰전자제어서스펜션1","4803","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","GNF 112757","칠곡출고","2025-04-07 00:00:00","2열VIP패키지,빌트인캠2증강현실내비,파노라마선루프","5162","","","","","150","150"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112619","아산출고","2025-04-07 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112733","아산출고","2025-04-07 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112734","아산출고","2025-04-07 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112735","아산출고","2025-04-07 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112648","칠곡출고","2025-04-07 00:00:00","프리미엄초이스","3907","","","","","100","100"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112649","칠곡출고","2025-04-07 00:00:00","프리미엄초이스","3907","","","","","100","100"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112638","영남출고","2025-04-07 00:00:00","프리미엄초이스","3907","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112744","아산출고","2025-04-07 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112642","영남출고","2025-04-07 00:00:00","프리미엄초이스","3907","","","","","100","100"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112655","담양출고","2025-04-07 00:00:00","프리미엄초이스","3907","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙원톤","GNF 112730","아산출고","2025-04-07 00:00:00","헤드업디스플레이","4357","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112695","함안출고","2025-04-07 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112666","칠곡출고","2025-04-07 00:00:00","현대스마트센스1,프리미엄초이스,플래티넘","4120","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112693","남양출고","2025-04-07 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112691","영남출고","2025-04-07 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 112687","옥천출고","2025-04-07 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112616","아산출고","2025-04-07 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112684","영남출고","2025-04-07 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112675","영남출고","2025-04-07 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112579","아산출고","2025-04-07 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴그레이매트","인디고/브라운투톤","GNF 112712","함안출고","2025-04-07 00:00:00","무옵션","4278","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112576","아산출고","2025-04-07 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 112665","영남출고","2025-04-07 00:00:00","현대스마트센스1,프리미엄초이스,플래티넘","4120","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112674","함안출고","2025-04-07 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112822","남양출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112826","영남출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","캘리그래피","녹턴 그레이 메탈릭","인디고/브라운투톤(캘리그래피)","GNF 112782","시흥출고","2025-04-08 00:00:00","2열VIP패키지,빌트인캠2증강현실내비","4914","","","","","150","150"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙원톤","GNF 112867","남양출고","2025-04-08 00:00:00","현대스마트센스1,프리미엄초이스","3981","","","","","100","100"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112819","영남출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112816","옥천출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112812","영남출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112808","남양출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙원톤","GNF 112866","남양출고","2025-04-08 00:00:00","현대스마트센스1,프리미엄초이스","3981","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","GNF 112779","영남출고","2025-04-08 00:00:00","2열VIP패키지,빌트인캠2증강현실내비,파노라마선루프","5162","","","","","150","150"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","GNF 112768","아산출고","2025-04-08 00:00:00","2열VIP패키지,빌트인캠2증강현실내비,파노라마선루프","5162","","","","","150","150"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(블랙잉크)","GNF 112727","영남출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4895","","","","","150","150"
"그랜저","가솔린","캘리그래피","세레니티 화이트 펄","인디고/브라운투톤(캘리그래피)","GNF 112820","칠곡출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4776","","","","","150","150"
"그랜저","가솔린","프리미엄","어비스블랙펄","인디고/브라운투톤","GNF 112719","아산출고","2025-04-08 00:00:00","플래티넘,헤드업디스플레이","3996","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","인디고/브라운투톤(캘리그래피)","GNF 112740","아산출고","2025-04-08 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112799","남양출고","2025-04-08 00:00:00","현대스마트센스1","3852","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112891","아산출고","2025-04-08 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","라이트그레이","GNF 112882","아산출고","2025-04-08 00:00:00","플래티넘,파노라마선루프,헤드업디스플레이,프리미엄초이스","4244","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙/브라운 투톤","GNF 112880","시흥출고","2025-04-08 00:00:00","현대스마트센스2,플래티넘,헤드업디스플레이","4575","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙원톤","GNF 113041","칠곡출고","2025-04-09 00:00:00","현대스마트센스1,프리미엄초이스","3981","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙/브라운 투톤","GNF 113040","칠곡출고","2025-04-09 00:00:00","파킹어시스트","3911","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112970","영남출고","2025-04-09 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112974","영남출고","2025-04-09 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112968","영남출고","2025-04-09 00:00:00","무옵션","4268","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","브라운베이지투톤(캘리그래피)","GNF 113038","칠곡출고","2025-04-09 00:00:00","빌트인캠2증강현실내비,프리뷰전자제어서스펜션2","4895","","","","","150","150"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙/브라운 투톤","GNF 113043","칠곡출고","2025-04-09 00:00:00","프리미엄초이스,파킹어시스트","4040","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙원톤","GNF 113010","칠곡출고","2025-04-09 00:00:00","무옵션","3768","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112986","담양출고","2025-04-09 00:00:00","플래티넘,헤드업디스플레이","4496","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 112932","아산출고","2025-04-09 00:00:00","플래티넘,헤드업디스플레이","4486","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112985","담양출고","2025-04-09 00:00:00","플래티넘,헤드업디스플레이","4496","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112987","원주출고","2025-04-09 00:00:00","플래티넘,헤드업디스플레이","4496","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112644","아산출고","2025-04-09 00:00:00","파노라마선루프,BOSE프리미엄사운드패키지,플래티넘,헤드업디스플레이","4734","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","인디고/브라운투톤","GNF 113058","영남출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112963","칠곡출고","2025-04-09 00:00:00","현대스마트센스2","4347","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112977","아산출고","2025-04-09 00:00:00","현대스마트센스2","4357","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112979","아산출고","2025-04-09 00:00:00","현대스마트센스2","4357","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112988","원주출고","2025-04-09 00:00:00","플래티넘,헤드업디스플레이","4496","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112907","칠곡출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4476","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 113022","함안출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4476","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙원톤","GNF 113017","함안출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4476","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 112938","아산출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4476","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 112945","아산출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4476","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112983","아산출고","2025-04-09 00:00:00","현대스마트센스2","4357","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","브라운베이지투톤(캘리그래피)","GNF 113037","칠곡출고","2025-04-09 00:00:00","빌트인캠2증강현실내비,프리뷰전자제어서스펜션2","4895","","","","","150","150"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112957","남양출고","2025-04-09 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112958","칠곡출고","2025-04-09 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112959","남양출고","2025-04-09 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112960","영남출고","2025-04-09 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 112961","칠곡출고","2025-04-09 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113087","아산출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113086","칠곡출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
